Label,Email
ham," Yes, it is working, you're up early this morning, it's not even noon yet.   You must be feeling good today!"
ham,"X-FileName: jdasovic.nsf  Congratulations one and all.  Very exciting, and well deserved to boot.  Look  forward to working with you in your new roles.    Best, Jeff"
ham, Luanne: This looked fine.  In the first paragraph please change the name from Enron  Risk Management Services Corp. to Enron North America Corp.  I look forward  to receiving the paperwork from you and getting this wrapped up. Carol
ham, I'm at my desk.  Jeff
ham,"X-Origin: Steffes-J X-FileName: jsteffe (Non-Privileged).pst  Harry --  Rebecca is ok with pulling the MD license until the issues are corrected.  Also, who is following up on the VA license?    Thanks,  Jim"
ham,X-Origin: Rogers-B X-FileName: brogers.nsf  Here is the schedule as well as the confirms.  Please let me know if you have  any questions. Ben 
ham," John,  Thanks. I got it.  Vince"
ham,X-Origin: Sanders-R X-FileName: rsanders.nsf  Does the July 17th date work for the meeting with the one expert who can't come on June 12-13th (Prof. McAfee)?
ham,X-Origin: SHACKLETON-S X-FileName: sshackle.nsf  Here is Annex B for the Omnibus confirmation.   
ham, Taffy:  Did you ever deliver a recap of our Tuesday meeting to legal and  credit?  Sara
ham," Will,  I didn't get to review this.  I will give you feedback tomorrow morning  Phillip"
ham," Rick,  I have just looked at the memo regarding promotions. Congratulations - well deserved.   Vince"
ham, My id is pmims 
ham," Hey Jean,  Where are you sitting these days?"
ham," Do we net amounts of gas at delivery points?   Debra Perlingiere Enron North America Corp. Legal Department 1400 Smith Street, EB 3885 Houston, Texas 77002 dperlin@enron.com Phone 713-853-7658 Fax  713-646-3490"
ham, I am so sorry....I was really hoping you got the job.  It is tough too compete with more experience.  Sorry.  I will keep my eyes and ears open for you and see if I can find some headhunter info for you.  bye and sorry.  Holly
ham, The request has been completed with all resources requested either completed or rejected. You can view the details of the  request by clicking http://itcapps.corp.enron.com/srrs/auth/emailLink.asp?ID=000000000080640&Page=MyReq.   
ham," Jeff,  My computer was not working yesterday afternoon and I was wondering if you have taken the check to the Security desk.  I lost alot of my documents and wasn't sure if you had responded.  Donnis"
ham," this is working from shelley's office, i will send you a note from my desk....  thanks for everything!!!!!!! ricki"
spam,"X-Origin: KEAN-S X-FileName: skean.nsf  see attached link for Saturday's LA Times article, ""Consumers Seek Repeal of  Utility Deregulation"":  http://www.latimes.com/business/updates/lat_power000729.htm"
ham,"X-Origin: Rodrique-R X-FileName: rrodri2.nsf  Hey Greg,  I just got you email, but I do want to be in on the gift for Becky.  Count me  in for $20.  I'll bring the money down in the morning.  Where are you located  now?  Thanks, Robin"
ham, missing deal for tom  sell el paso 21-22 255.00 25 mw mid c on peak
ham," Sounds great.  When do we sign up?  Best, Jeff"
ham, Attached please find a sheet of principles.  We would like your suggestions for 3 or 4 more.   <<Principles 2.doc>>   - Principles 2.doc
ham," mike: just want to confirm you received my money and forms. also, checking to see if i am set up to sell naked calls on ENE.  may be looking to do something this week.  probably 100-200 contracts.   john"
ham, I hope this is what you were wanting if not please let me know.    
ham," Don:  As discussed, I am attaching my resume. I will give you a call after you had a chance to review it.     Thanks,   Husnain Mirza Phone: 713-853-9541 husnain_mirza@enron.net "
ham, How's this? 
spam, I am missing the following deal: Mike Driscol sells to Morgan 50 mw of SP-15 light for cal'02 at $70.00  I think this is a sleave with the EES deal I am missing also.  Thanks!!
ham, Please add Angela Davis to all e-mails regarding Project Tahiti.  Her e-mail  address is Angela.Davis @enron.com  Thank you.
ham, I updated the north central CIG gas volumes for nov.   the total volume is 878   call me if you have any questions  
ham," Did you want me to confirm down on this meter  starting today.  (POPs).  Deal is at 3,000 and pathed at 0. meter 1418 - thanks - Julie        "
ham,X-FileName: gwhalley.nsf  Click on this link to view report -->
ham,"   Mike, Here are the historical measured versus scheduled volumes for the Mojave OBA imbalances.  Hope this helps! "
ham, The Equitrans capacity deals exist!!
spam, Someone I know just put in a bid on priceline for a long weekend in colorado  and got tickets for $185 RT.  If we get enough people together and everyone  is flexible we could use priceline.  -e
ham," Could you please check on Request number #70996 for Maria Van Houten? Are we waiting for an approval from someone? I really appreciate this Stacey, talk to you later - Chip"
ham,X-Origin: Germany-C X-FileName: cgerman.nsf  I changed the formula on the IF-CNRGATH curve in the EastMrkt file.  Before  the change it was CGT/APPALAC - $.32.  After the change its (CGAS -  $.30)x(1-.0492).  This widens the spread by about $.24.
spam," (See attached file: bta.pdf)        Carr Futures 150 S. Wacker Dr., Suite 1500 Chicago, IL 60606  USA Tel:  312-368-6149 Fax:  312-368-2281 soblander@carrfut.com http://www.carrfut.com  - bta.pdf"
ham, Here's the ticket and the doc.  When you open the ticket; clicj on ENABLE MACROS.      
ham, I appreciate it!  Hope all is well with you...we're doing fine now that the  flu made its way through our house.  Fletch
ham," not a good time the market is picking up, call later please"
ham,"   November  Delivery  101 contracts, 2424 tonnes,  went to delivery today.  18 contracts of Eucalyptus and 83 contracts of NBSK.  /Marilene "
ham, The ARCHES will be taken down this weekend. We have a crew hired ( as we have done in the past) to take them down. We use the proceeds from the ARCHES to pay to take them down.  Thanks & Happy New Years Russ
spam, http://www.mackichan.com/products/version_3.5_prices.htm
ham," Kay,  I am not sure what we decided on Friday.  Are we going to send another (more  friendly) letter to the Westinghouse people evidencing a willingness to  discuss the draw issue?  Please let me know at your convenience.  Stuart "
ham," I had a prior obligation at lunch on Mon.  We need to reschedule the  Leadership Dev. mtg.  Fran, could you work with Emily and find a time?   Sorry, I know I've disrupted this twice n ow!  I'm good for lunch on Wed if  that would work for everyone.  df"
ham," Tana:  None of the CPs on today's list are authorized to trade power b/c they were  restricted by credit:  Forest Oil Corporation LSP-Cottage Grove, L.P. Triad Energy Corporation Venture Oil Company of Texas.  Leslie"
ham," Steve at TCO's Gas Control approved the 32,000 overinjection.   Total STOI Delivery for May 2nd is 80,000.  Thanks. "
ham," Per your request, please see the attached. "
ham," Shelley, Here is a revised plan that uses the whole year to distribute costs into the future per our last conversation.  "
spam, http://www.chron.com/cs/CDA/story.hts/tech/weekly/1186667  _________________________________________________________________ MSN Photos is the easiest way to share and print your photos: http://photos.msn.com/support/worldwide.aspx
ham,"X-Origin: NEMEC-G X-FileName: gnemec.nsf  Greg,  Attached for your further handling is the Draft Interconnect Agreement with  Centex Market Center, L.P.    Thanks,  Eric Gillaspie 713-345-7667 Enron Building 3886"
ham, any news on doing a one month deal with bhp?
ham,"X-Origin: Kaminski-V X-FileName: vkamins.nsf  Stuart,  I cannot open your attachment.  Vince Kaminski"
ham,X-Origin: Rogers-B X-FileName: brogers.nsf  Here are the different LM 6000 model for Florida and the price from the desk. 
spam,"   [IMAGE] or copy and paste the following link to  your browser:http://www.operationhope.org/Epublications/november_2001/default.htm    Humbly, Operation HOPE Communications  Department    "
ham, it works.  thank you
spam,  http://www.eyeforenergy.com/newsletter/newsletter_210202.html
ham, Here is the volume breakdown for the entire month of Jan.  The delivery meter is # 70096.     - TETCOswing.xls
ham," What do you know about this company?    Debra Perlingiere Enron North America Corp. Legal Department 1400 Smith Street, EB 3885 Houston, Texas 77002 dperlin@enron.com Phone 713-853-7658 Fax  713-646-3490"
ham, should I get tickets?
ham, Don't forget to execute the options.
ham, you need to have a chat with ken.
ham," Chris,  What information is needed for the exhibits to the Coral agreement?  I don't  remember."
ham, So she's already thinking about moonlighting with another band?  We need to call a band meeting STAT!  Eric Gillaspie 713-345-7667 Enron Building 3886
ham, Hi honey please print this too.  I want to copy it tonight at church Love you  - kim.wps 
ham," I just entered the following 2 deals in Sitara for September, deals 433359  and 433385.  Please path these deals in Unify.  Thanks"
ham,X-Origin: Farmer-D X-FileName: dfarmer.nsf  (See attached file: hpl0914.xls)   - hpl0914.xls
ham, (See attached file: Nomform.wk4)(See attached file: Nomform.wk4)  - Nomform.wk4 
ham,"X-Folder: \Richard_Shapiro_Nov2001\Notes Folders\Personal X-Origin: SHAPIRO-R X-FileName: rshapiro.nsf    ?????My phone at work these days: ???303-256-1906    It was great seeing Rick, Amy, Ben and Jonathan. ??How is Mr. Fishy?   "
ham, Thanks.
ham,  - nov2701.XLS 
ham," You participated in the OGC meeting which was fine.  I did not want to miss  out on your participation.  Going foward, please join  the Legal Committee  starting this coming Monday and every other week.  Mark"
ham,"X-Origin: NEMEC-G X-FileName: gnemec.nsf  MMM.  We will entertain ourselves as usual:  pillage, plunder, burn, break bones,  eat flesh, gratuitous chaos and excessive mayhem.  Gerald, don't forget your axe this time. OK? "
ham, We handed the Oped to DeLay's staff at lunch.  I think we're finished for  now.
ham, Attached please find the edited deregulation speech.   <<anti regulation speech.doc>>   - anti regulation speech.doc
ham, remember when you said there is a reason they call them bear spreads?  bring up a chart of f/g or g/h.    f/g is tighter now than anytime since march 99 when ff1 was worth 2.50   amazing
ham, Deal # Q52317 -   The counterparty is Nylon de Mexico and the contact is Alberto Diosdado.  The  originator on the deal is Agustin Perez.
ham," Greetings: Any word about whether the PUC bought our proposal? Best, Jeff"
ham," In the fridge next to the mustard.   To: Chris Germany/HOU/ECT@ECT cc:   Subject: Re: Ogy    Hey  - jason wants to know - ""Wheres the Ogy""  "
ham,"X-FileName: skean.nsf  Attached is the final version of the paper ""Recent events in the California  gas markets"" paper that I gave to Joe Hillings and Cynthia Sandherr for  congressional briefings.  "
ham, Lucky you.  I think you should convince her that her house is too small for  her and the kids.
ham," Amazing that they stayed afloat.  50 year history probably helped that  happen.  Kinda sad, though.  I liked those guys."
ham, Bob   I talked to Kevin about these two guys and he feels they are critical to our  business.  Broadband has taken 5 guys out of East Power and left us short.   Sorry
ham,"X-Origin: BAUGHMAN-D X-FileName: don baughman 6-25-02.PST  Here is a revised version for our discussion at 3:00 (Houston Time).  	-WAX    "
ham,    For Jim Hawkins    Vince Kaminski
ham, Are these the ones which didn't have the date?  This is PITIFUL.
ham," Are you lunchable today?   Where is Nony?   Debra Perlingiere Enron North America Corp. 1400 Smith Street, EB 3885 Houston, Texas 77002 dperlin@enron.com Phone 713-853-7658 Fax  713-646-3490"
ham,X-Origin: Kitchen-L X-FileName: LKITCHEN (Non-Privileged).pst  Was down $10mm in Q3 - did you know?
spam," http://www.thestandard.com/article/display/0,1151,14835,00.html  __________________________________________________ Do You Yahoo!? Send instant messages & get email alerts with Yahoo! Messenger. http://im.yahoo.com/"
ham," Jeff,  I did not see an email from John Anderson on Jim's email list.  Let me know  if I can help in any other way.  Thanks Marcia"
spam, http://www.cera.com/client/nap/media.cfm
ham, The following reports have been waiting for your approval for more than 4 days.  Please review.  Owner: Henry H Quigley Report Name: Quigley 100301 Days In Mgr. Queue: 6 
ham,"X-Origin: Farmer-D X-FileName: dfarmer.nsf  RICKY A. ARCHER Fuel Supply 700 Louisiana, Suite 2700 Houston, Texas 77002 713-830-8659 direct 713-830-8722 fax"
spam,X-FileName: mlokay (Non-Privileged).pst   http://www.har.com/663229
ham," I have another sitara request for someone that shows as pending to them, but  is not on my list to approve.  This is for Maria Garza.  Please grant the  access requested in this number.  Thanks.  any questions 3-7376 PL "
ham," Sara,  Our brent trader is Christian Glaas.  He's in London and his phone number is  +442077836655, e-mail is chris.glaas@enron.com.   Thanks,"
ham," Per your request, I am attaching the Executed Masters List.  Please feel free  to call me anytime I can be of help! "
spam,"X-Origin: Rogers-B X-FileName: brogers.nsf  Some pics to enjoy!  ______________________________________________________ Get Your Private, Free Email at http://www.hotmail.com  - wed.jpg  - wed1.jpg  - naked.jpg  - patti.jpg  - jean.jpg"
